2 1 91.833362
4 1 175.074585
6 1 128.864833
8 1 354.122866
10 1 373.383350
12 1 457.560950
14 1 347.317334
16 1 333.616184
18 1 332.100178
20 1 304.257091
22 1 296.765308
24 1 282.265073
26 1 297.568533
28 1 371.461537
30 1 308.062029
32 1 274.244546
34 1 272.732812
36 1 267.310111
38 1 258.072179
40 1 275.033395
42 1 277082.274460
44 1 276838.368110
46 1 291170.292318
48 1 394942.246476
50 1 307834.852351
52 1 298367.914806
54 1 378423.337856
56 1 272175.341574
58 1 539550.464807
60 1 391056.693664
62 1 489992.514036
64 1 641441.956882
66 1 891265.625000
68 1 561288.352273
70 1 954711.352657
72 1 620773.322422
74 1 703563.685637
76 1 963250.927070
78 1 648983.333333
80 1 994837.570621
