2 1 4 687753.000000
4 1 4 951311.000000
6 1 4 936872.000000
8 1 4 1157706.000000
10 1 4 1287850.000000
12 1 4 1466682.000000
14 1 4 1648429.000000
16 1 4 1820056.000000
18 1 4 1594514.000000
20 1 4 1620786.000000
22 1 4 1666720.000000
24 1 4 1777363.000000
26 1 4 1826445.000000
28 1 4 1886275.000000
30 1 4 1967148.000000
32 1 4 2069380.000000
34 1 4 2124316.000000
36 1 4 2167389.000000
38 1 4 2098207.000000
40 1 4 2213678.000000
42 1 4 2177493.000000
44 1 4 2162511.000000
46 1 4 1947179.000000
48 1 4 1934831.000000
50 1 4 1981645.000000
52 1 4 1839545.000000
54 1 4 1876118.000000
56 1 4 2261615.000000
58 1 4 2579650.000000
60 1 4 2622602.000000
62 1 4 2711306.000000
64 1 4 2752575.000000
66 1 4 282672.000000
68 1 4 217666.000000
70 1 4 199569.000000
72 1 4 178703.000000
74 1 4 226140.000000
76 1 4 204209.000000
78 1 4 269957.000000
80 1 4 234155.000000
82 1 4 197116.000000
84 1 4 308929.000000
86 1 4 463706.000000
88 1 4 267253.000000
90 1 4 439919.000000
92 1 4 395294.000000
94 1 4 277556.000000
96 1 4 236158.000000
98 1 4 133083.000000
100 1 4 37998.000000
102 1 4 52628.000000
104 1 4 920.000000
106 1 4 37253.000000
108 1 4 536.000000
110 1 4 654.000000
112 1 4 559.000000
114 1 4 777.000000
116 1 4 734.000000
118 1 4 6892.000000
120 1 4 677.000000
122 1 4 608.000000
124 1 4 593.000000
126 1 4 553.000000
128 1 4 551.000000
