2 1 4 247.877936
4 1 4 87.440829
6 1 4 230.576812
8 1 4 233.907424
10 1 4 209.716235
12 1 4 219.857702
14 1 4 218.319628
16 1 4 161.657764
18 1 4 184.964314
20 1 4 130.047313
22 1 4 165.584006
24 1 4 164.212024
26 1 4 160.965439
28 1 4 175.685334
30 1 4 171.161159
32 1 4 170.935723
34 1 4 181.494206
36 1 4 172.305785
38 1 4 173.577486
40 1 4 175.387092
42 1 4 206.170478
44 1 4 260.282704
46 1 4 297.317120
48 1 4 303.660146
50 1 4 309.830242
52 1 4 504.379004
54 1 4 389.603059
56 1 4 511.364874
58 1 4 677.130458
60 1 4 548.127831
62 1 4 577.974427
64 1 4 584.150488
66 1 4 616.600032
68 1 4 640.343757
70 1 4 596.604546
72 1 4 676.228754
74 1 4 714.899196
76 1 4 789.919274
78 1 4 807.414570
80 1 4 769.331541
