2 1 4 386224.000000
4 1 4 755556.000000
6 1 4 1127670.000000
8 1 4 1515991.000000
10 1 4 1807360.000000
12 1 4 2159112.000000
14 1 4 2516514.000000
16 1 4 2871536.000000
18 1 4 2910092.000000
20 1 4 3187780.000000
22 1 4 3539205.000000
24 1 4 3830520.000000
26 1 4 3847272.000000
28 1 4 4100654.000000
30 1 4 4335419.000000
32 1 4 4653055.000000
34 1 4 4501838.000000
36 1 4 4503282.000000
38 1 4 4955009.000000
40 1 4 5256491.000000
42 1 4 5158508.000000
44 1 4 5177476.000000
46 1 4 4944409.000000
48 1 4 5509967.000000
50 1 4 5051472.000000
52 1 4 5220123.000000
54 1 4 5104241.000000
56 1 4 5987575.000000
58 1 4 6146086.000000
60 1 4 6337259.000000
62 1 4 6583407.000000
64 1 4 6660735.000000
66 1 4 111011.000000
68 1 4 110771.000000
70 1 4 1049.000000
72 1 4 863.000000
74 1 4 739.000000
76 1 4 909.000000
78 1 4 779.000000
80 1 4 720.000000
82 1 4 819.000000
84 1 4 755.000000
86 1 4 685.000000
88 1 4 703.000000
90 1 4 628.000000
92 1 4 642.000000
94 1 4 657.000000
96 1 4 479.000000
98 1 4 685.000000
100 1 4 599.000000
102 1 4 612.000000
104 1 4 910.000000
106 1 4 635.000000
108 1 4 727.000000
110 1 4 653.000000
112 1 4 671.000000
114 1 4 569.000000
116 1 4 580.000000
118 1 4 588.000000
120 1 4 564.000000
122 1 4 488.000000
124 1 4 617.000000
126 1 4 502.000000
128 1 4 508.000000
