2 1 4 8643646.000000
4 1 4 9224724.000000
6 1 4 5031381.000000
8 1 4 5464840.000000
10 1 4 3867370.000000
12 1 4 4637448.000000
14 1 4 4241538.000000
16 1 4 6944916.000000
18 1 4 6288714.000000
20 1 4 5456839.000000
22 1 4 5108135.000000
24 1 4 5137104.000000
26 1 4 5631312.000000
28 1 4 6267660.000000
30 1 4 6048750.000000
32 1 4 6695584.000000
34 1 4 5600072.000000
36 1 4 6378767.000000
38 1 4 6148209.000000
40 1 4 4465319.000000
42 1 4 3065.000000
44 1 4 2591.000000
46 1 4 1926.000000
48 1 4 1959.000000
50 1 4 1890.000000
52 1 4 1704.000000
54 1 4 1552.000000
56 1 4 1511.000000
58 1 4 928.000000
60 1 4 839.000000
62 1 4 1050.000000
64 1 4 1151.000000
66 1 4 855.000000
68 1 4 748.000000
70 1 4 977.000000
72 1 4 790.000000
74 1 4 1036.000000
76 1 4 758.000000
78 1 4 748.000000
80 1 4 638.000000
