2 1 4 2566.397743
4 1 4 1317.143193
6 1 4 878.601904
8 1 4 668.019086
10 1 4 547.139786
12 1 4 460.812987
14 1 4 396.218418
16 1 4 349.124369
18 1 4 339.007093
20 1 4 307.082516
22 1 4 281.303248
24 1 4 257.630940
26 1 4 258.010515
28 1 4 240.863571
30 1 4 227.658840
32 1 4 213.242285
34 1 4 221.382107
36 1 4 211.144999
38 1 4 203.211429
40 1 4 190.332377
42 1 4 193.337370
44 1 4 193.725548
46 1 4 214.015123
48 1 4 186.096994
50 1 4 194.762942
52 1 4 193.356313
54 1 4 188.038549
56 1 4 166.249393
58 1 4 163.337651
60 1 4 156.358835
62 1 4 150.343879
64 1 4 148.838180
66 1 4 6976.419848
68 1 4 626865.642994
70 1 4 744103.085026
72 1 4 1048168.983957
74 1 4 1157413.793103
76 1 4 1031476.399561
78 1 4 1095609.557110
80 1 4 1177380.952381
82 1 4 1656774.869110
84 1 4 1668057.921635
86 1 4 1369055.393586
88 1 4 1337867.521368
90 1 4 1304109.722222
92 1 4 17361.040738
94 1 4 1263718.707941
96 1 4 1342221.343874
98 1 4 1599035.775128
100 1 4 1401121.345029
102 1 4 1318504.213483
104 1 4 1540641.479100
106 1 4 1285121.951220
108 1 4 1723356.215213
110 1 4 1432591.463415
112 1 4 1658833.935018
114 1 4 1435000.000000
116 1 4 1622072.538860
118 1 4 1589806.779661
120 1 4 1596456.666667
122 1 4 1941805.785124
124 1 4 1564560.457516
126 1 4 1619093.264249
128 1 4 2339335.937500
