2 1 4 228.736957
4 1 4 179.702211
6 1 4 146.628104
8 1 4 117.370600
10 1 4 108.808279
12 1 4 97.406109
14 1 4 86.257423
16 1 4 82.908010
18 1 4 71.850617
20 1 4 69.631570
22 1 4 65.227311
24 1 4 64.231490
26 1 4 61.264978
28 1 4 58.656913
30 1 4 57.362208
32 1 4 51.900249
34 1 4 49.903249
36 1 4 48.187834
38 1 4 48.466466
40 1 4 45.813208
42 1 4 47.345770
44 1 4 45.102056
46 1 4 44.783777
48 1 4 44.000361
50 1 4 42.834389
52 1 4 42.167970
54 1 4 41.375037
56 1 4 42.617576
58 1 4 41.503988
60 1 4 41.121754
62 1 4 40.201288
64 1 4 42.713855
66 1 4 1488990.881459
68 1 4 1764636.029412
70 1 4 1720301.075269
72 1 4 1213476.611884
74 1 4 1853108.108108
76 1 4 2104958.333333
78 1 4 2467239.074550
80 1 4 2399212.500000
82 1 4 2341643.902439
84 1 4 2274157.384988
86 1 4 1820105.263158
88 1 4 2786735.905045
90 1 4 1741975.881262
92 1 4 2737892.128280
94 1 4 2001692.963753
96 1 4 2444450.520833
98 1 4 2394239.795918
100 1 4 1569178.929766
102 1 4 1839976.470588
104 1 4 1807895.953757
106 1 4 1535697.217676
108 1 4 1447671.296296
110 1 4 1633029.090909
112 1 4 1301451.086957
114 1 4 2068403.083700
116 1 4 1348955.459770
118 1 4 1921559.829060
120 1 4 1562678.333333
122 1 4 1537909.836066
124 1 4 1809338.709677
126 1 4 1860150.793651
128 1 4 1114757.503001
