2 1 4 2807342.000000
4 1 4 2722431.000000
6 1 4 4172634.000000
8 1 4 4381760.000000
10 1 4 3424818.000000
12 1 4 3823633.000000
14 1 4 3370486.000000
16 1 4 3700513.000000
18 1 4 4008528.000000
20 1 4 4760699.000000
22 1 4 4735588.000000
24 1 4 4994951.000000
26 1 4 5145296.000000
28 1 4 5173852.000000
30 1 4 5068733.000000
32 1 4 5443195.000000
34 1 4 5433063.000000
36 1 4 4969296.000000
38 1 4 5342533.000000
40 1 4 4918516.000000
42 1 4 2980.000000
44 1 4 2831.000000
46 1 4 2709.000000
48 1 4 2487.000000
50 1 4 1993.000000
52 1 4 1757.000000
54 1 4 1347.000000
56 1 4 1383.000000
58 1 4 940.000000
60 1 4 1316.000000
62 1 4 743.000000
64 1 4 1144.000000
66 1 4 814.000000
68 1 4 553.000000
70 1 4 623.000000
72 1 4 895.000000
74 1 4 813.000000
76 1 4 817.000000
78 1 4 880.000000
80 1 4 671.000000
