4 1 4 217.242674
6 1 4 267.323983
8 1 4 179.775152
10 1 4 192.086229
12 1 4 211.131117
14 1 4 243.036329
16 1 4 204.389084
18 1 4 204.197629
20 1 4 175.602151
22 1 4 157.016222
24 1 4 170.226161
26 1 4 171.243631
28 1 4 184.188775
30 1 4 173.966061
32 1 4 168.763534
34 1 4 174.251083
36 1 4 169.578252
38 1 4 170.318648
40 1 4 171.565870
42 1 4 203.143756
44 1 4 260.412604
46 1 4 252.921800
48 1 4 270.999592
50 1 4 336.003138
52 1 4 401.485817
54 1 4 413.618655
56 1 4 462.806867
58 1 4 506.141878
60 1 4 622.414987
62 1 4 809.097216
64 1 4 626.300260
66 1 4 644.636505
68 1 4 658.994707
70 1 4 630.142488
72 1 4 648.581496
74 1 4 728.970886
76 1 4 720.030719
78 1 4 829.253440
80 1 4 903.722999
