4 1 4 3734767.000000
6 1 4 4955732.000000
8 1 4 5834816.000000
10 1 4 4035760.000000
12 1 4 4150164.000000
14 1 4 4392136.000000
16 1 4 6220048.000000
18 1 4 5148717.000000
20 1 4 5697417.000000
22 1 4 6268504.000000
24 1 4 5820744.000000
26 1 4 5816092.000000
28 1 4 5822696.000000
30 1 4 5688419.000000
32 1 4 6065149.000000
34 1 4 5433370.000000
36 1 4 5779583.000000
38 1 4 5716944.000000
40 1 4 6003559.000000
42 1 4 4951420.000000
44 1 4 3752625.000000
46 1 4 3132182.000000
48 1 4 3596780.000000
50 1 4 3151500.000000
52 1 4 3166210.000000
54 1 4 2761802.000000
56 1 4 2263446.000000
58 1 4 2348653.000000
60 1 4 1887663.000000
62 1 4 1745995.000000
64 1 4 1695112.000000
66 1 4 1646312.000000
68 1 4 1489598.000000
70 1 4 1456558.000000
72 1 4 1309961.000000
74 1 4 1093730.000000
76 1 4 940153.000000
78 1 4 1638857.000000
80 1 4 1164719.000000
