2 1 762781.000000
4 1 1041906.000000
6 1 1390012.000000
8 1 1727346.000000
10 1 2018594.000000
12 1 2339855.000000
14 1 2715767.000000
16 1 3081845.000000
18 1 3365036.000000
20 1 3528822.000000
22 1 3784248.000000
24 1 4138908.000000
26 1 4169047.000000
28 1 4387428.000000
30 1 4647382.000000
32 1 4912919.000000
34 1 4513805.000000
36 1 4893686.000000
38 1 4928409.000000
40 1 5514119.000000
42 1 5464451.000000
44 1 5177523.000000
46 1 4282141.000000
48 1 4217135.000000
50 1 4159700.000000
52 1 4107167.000000
54 1 3741173.000000
56 1 4996823.000000
58 1 5159041.000000
60 1 4996139.000000
62 1 4773379.000000
64 1 4477183.000000
66 1 1018445.000000
68 1 1159127.000000
70 1 896279.000000
72 1 1024847.000000
74 1 903162.000000
76 1 818509.000000
78 1 851991.000000
80 1 688078.000000
82 1 694610.000000
84 1 620586.000000
86 1 605682.000000
88 1 321103.000000
90 1 77755.000000
92 1 827.000000
94 1 78561.000000
96 1 81005.000000
98 1 81802.000000
100 1 92187.000000
102 1 996.000000
104 1 820.000000
106 1 941.000000
108 1 961.000000
110 1 877.000000
112 1 885.000000
114 1 783.000000
116 1 679.000000
118 1 819.000000
120 1 806.000000
122 1 729.000000
124 1 732.000000
126 1 734.000000
128 1 639.000000
