4 1 4 122.200965
6 1 4 313.305685
8 1 4 230.602735
10 1 4 249.125211
12 1 4 213.872495
14 1 4 174.943230
16 1 4 157.859771
18 1 4 157.791536
20 1 4 163.399520
22 1 4 168.354562
24 1 4 157.844808
26 1 4 149.044784
28 1 4 131.783276
30 1 4 132.916913
32 1 4 118.237306
34 1 4 255.653784
36 1 4 128.953982
38 1 4 116.850630
40 1 4 134.581023
42 1 4 139.519807
44 1 4 154.448720
46 1 4 297.439697
48 1 4 159.017500
50 1 4 348.537611
52 1 4 313.225278
54 1 4 2293.119369
56 1 4 448.953254
58 1 4 760.813495
60 1 4 3016.566848
62 1 4 2108.521747
64 1 4 12543.837073
66 1 4 1307.035789
68 1 4 1003.680160
70 1 4 223069.555035
72 1 4 311591.731266
74 1 4 40845.571987
76 1 4 290663.096695
78 1 4 384012.019231
80 1 4 8841.119140
