4 1 83.289766
6 1 269.269877
8 1 214.278152
10 1 240.239905
12 1 286.657961
14 1 312.554731
16 1 280.106461
18 1 308.526037
20 1 286.900675
22 1 297.455600
24 1 298.826430
26 1 286.015115
28 1 283.223926
30 1 270.561821
32 1 289.956468
34 1 284.384831
36 1 258.006563
38 1 270.485411
40 1 270.918828
42 1 292.733935
44 1 404.878989
46 1 375.667311
48 1 460.751505
50 1 464.703864
52 1 567.532288
54 1 523.259552
56 1 658.390629
58 1 630.812849
60 1 889.175196
62 1 797.070824
64 1 816.162584
66 1 1052.241359
68 1 873.263865
70 1 940.949548
72 1 1044.838628
74 1 1151.756690
76 1 1174.934839
78 1 1040.674168
80 1 1109.959670
