4 1 4 2925180.000000
6 1 4 4101183.000000
8 1 4 3191336.000000
10 1 4 3816152.000000
12 1 4 3846612.000000
14 1 4 3792210.000000
16 1 4 4185488.000000
18 1 4 4336475.000000
20 1 4 4820022.000000
22 1 4 4652889.000000
24 1 4 3903216.000000
26 1 4 4924634.000000
28 1 4 5010263.000000
30 1 4 5608196.000000
32 1 4 5459487.000000
34 1 4 5021063.000000
36 1 4 5312664.000000
38 1 4 5570039.000000
40 1 4 5209079.000000
42 1 4 2939.000000
44 1 4 2284.000000
46 1 4 2433.000000
48 1 4 2008.000000
50 1 4 1945.000000
52 1 4 1935.000000
54 1 4 1778.000000
56 1 4 1585.000000
58 1 4 927.000000
60 1 4 1107.000000
62 1 4 1155.000000
64 1 4 893.000000
66 1 4 941.000000
68 1 4 839.000000
70 1 4 695.000000
72 1 4 604.000000
74 1 4 805.000000
76 1 4 950.000000
78 1 4 710.000000
80 1 4 630.000000
