2 1 206.861871
4 1 166.865862
6 1 167.079415
8 1 180.566965
10 1 195.764262
12 1 210.711715
14 1 211.022833
16 1 226.353517
18 1 224.175688
20 1 237.206001
22 1 259.267941
24 1 279.967236
26 1 296.018783
28 1 309.124049
30 1 332.213570
32 1 351.085483
34 1 368.961054
36 1 387.750494
38 1 397.646481
40 1 418.972409
42 1 436.436673
44 1 515.159596
46 1 517.743104
48 1 566.871635
50 1 570.249654
52 1 531.455716
54 1 550.275670
56 1 568.564670
58 1 587.446499
60 1 604.018015
62 1 623.336923
64 1 647.867399
66 1 1062647.505423
68 1 1033487.341772
70 1 1256297.120419
72 1 1121272.196262
74 1 1093277.904328
76 1 1055343.333333
78 1 1113481.042654
80 1 938998.043053
82 1 2150853.300733
84 1 1634551.959114
86 1 930336.633663
88 1 771500.410846
90 1 834263.757116
92 1 1277631.292517
94 1 729951.010886
96 1 819614.629795
98 1 701384.155456
100 1 1047238.839286
102 1 728020.170675
104 1 715147.865854
106 1 942474.291710
108 1 1006456.008584
110 1 1023482.326112
112 1 699113.348248
114 1 751044.070513
116 1 909845.631068
118 1 713377.009646
120 1 664296.242775
122 1 1042090.315560
124 1 1053671.594509
126 1 1104144.705882
128 1 947409.687185
