16 1 4 540.042228
24 1 4 555.917714
32 1 4 477.103835
40 1 4 448.922120
48 1 4 495.146278
56 1 4 418.109908
64 1 4 377.881637
72 1 4 2261.150237
80 1 4 3541.695660
88 1 4 6569.294869
96 1 4 10027.600506
104 1 4 45347.543386
112 1 4 52287.278720
120 1 4 105161.814705
128 1 4 43059.773408
